,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans
915,87410,NM,36.9,-108.0,2,000611,35,045,12.4
916,87416,NM,36.77,-108.42,2,000504,35,045,6.7
917,87420,NM,36.8,-108.7,1,942802,35,045,6.3
918,87506,NM,35.8,-106.0,1,940400,35,049,9.6
919,87507,NM,35.6,-106.1,1,010304,35,049,7.2
920,87508,NM,35.5,-105.9,1,010700,35,049,10.2
921,87544,NM,35.9,-106.3,1,000100,35,028,8.4
922,87901,NM,33.1,-106.8,4,962401,35,051,21.6
923,88011,NM,32.3,-106.7,4,001204,35,013,17.0
924,88220,NM,32.4,-104.3,1,000401,35,015,7.7
925,88401,NM,35.0,-103.8,1,958900,35,037,8.8
926,89021,NV,36.61,-114.49,1,005613,32,003,7.0
927,89044,NV,35.7,-115.1,17,005703,32,003,11.9
928,89113,NV,36.06,-115.26,1,002976,32,003,10.3
929,89123,NV,36.04,-115.15,4,002829,32,003,9.0
930,89129,NV,36.23,-115.3,1,003240,32,003,8.9
931,89148,NV,36.06,-115.3,1,005840,32,003,6.7
932,89149,NV,36.28,-115.29,4,003232,32,003,10.2
933,89178,NV,35.9,-115.5,1,005827,32,003,6.2
934,89502,NV,39.5,-119.75,1,002103,32,031,12.0
935,89509,NV,39.5,-119.83,1,001104,32,031,9.8
936,90004,CA,34.08,-118.31,5,192420,06,037,0.2
937,90034,CA,34.03,-118.4,1,269800,06,037,1.9
938,90266,CA,33.89,-118.4,1,620303,06,037,4.9
939,90275,CA,33.76,-118.36,2,670500,06,037,8.4
940,90277,CA,33.83,-118.39,2,621324,06,037,8.0
941,90292,CA,33.98,-118.45,1,702901,06,037,4.2
942,90303,CA,33.93,-118.33,1,600502,06,037,8.0
943,90403,CA,34.03,-118.49,3,701501,06,037,1.7
944,90405,CA,34.01,-118.47,1,702202,06,037,4.2
945,90501,CA,33.83,-118.31,1,650901,06,037,3.9
946,90504,CA,33.87,-118.33,1,650102,06,037,5.8
947,90660,CA,33.99,-118.08,2,500900,06,037,3.7
948,90814,CA,33.77,-118.14,1,577603,06,037,5.9
949,91001,CA,34.22,-118.13,1,930101,06,037,15.6
950,91030,CA,34.11,-118.16,1,480703,06,037,4.7
951,91320,CA,34.19,-118.94,1,006100,06,111,5.2
952,91326,CA,34.29,-118.56,1,108201,06,037,3.8
953,91343,CA,34.24,-118.48,1,117202,06,037,5.6
954,91355,CA,34.42,-118.61,1,920339,06,037,2.2
955,91360,CA,34.21,-118.88,1,006600,06,111,3.9
956,91361,CA,34.1,-118.9,1,800406,06,037,4.9
957,91367,CA,34.17,-118.62,2,137201,06,037,7.3
958,91401,CA,34.18,-118.43,2,123602,06,037,2.6
959,91423,CA,34.15,-118.43,1,141101,06,037,3.1
960,91505,CA,34.18,-118.35,1,311100,06,037,4.0
961,91604,CA,34.14,-118.39,1,143800,06,037,4.3
962,91606,CA,34.19,-118.39,4,123901,06,037,3.1
963,91709,CA,33.95,-117.73,1,000116,06,071,6.7
964,91740,CA,34.12,-117.85,1,401101,06,037,3.7
965,91786,CA,34.1,-117.66,2,000824,06,071,6.7
966,91790,CA,34.07,-117.94,2,406702,06,037,2.6
967,91911,CA,32.6,-117.04,1,013306,06,073,7.4
968,92009,CA,33.1,-117.25,1,020014,06,073,7.8
969,92056,CA,33.2,-117.29,1,018516,06,073,11.7
970,92057,CA,33.25,-117.29,2,018612,06,073,16.2
971,92065,CA,33.0,-116.8,1,020811,06,073,17.7
972,92071,CA,32.86,-116.99,1,016612,06,073,14.9
973,92078,CA,33.12,-117.18,1,020027,06,073,8.1
974,92081,CA,33.16,-117.25,3,019806,06,073,7.0
975,92084,CA,33.22,-117.21,1,019207,06,073,8.1
976,92101,CA,32.72,-117.18,1,009902,06,073,-666666666.0
977,92104,CA,32.74,-117.13,2,004300,06,073,10.8
978,92106,CA,32.73,-117.23,2,007002,06,073,10.6
979,92107,CA,32.74,-117.24,2,007400,06,073,9.5
980,92108,CA,32.77,-117.15,2,009304,06,073,13.9
981,92109,CA,32.8,-117.24,1,007903,06,073,8.2
982,92122,CA,32.86,-117.2,1,008344,06,073,6.7
983,92126,CA,32.91,-117.14,1,008358,06,073,13.1
984,92127,CA,33.02,-117.14,1,017030,06,073,4.8
985,92130,CA,32.95,-117.2,2,021500,06,073,4.0
986,92131,CA,32.89,-117.05,1,009504,06,073,9.8
987,92253,CA,33.67,-116.28,10,045125,06,065,12.1
988,92262,CA,33.86,-116.58,2,044606,06,065,5.4
989,92264,CA,33.7,-116.5,1,044807,06,065,15.1
990,92307,CA,34.6,-117.1,3,012104,06,071,11.1
991,92373,CA,34.0,-117.1,1,043823,06,065,5.5
992,92503,CA,33.9,-117.45,1,031702,06,065,6.0
993,92507,CA,33.97,-117.33,1,042206,06,065,5.6
994,92592,CA,33.5,-117.0,1,043239,06,065,11.6
995,92618,CA,33.67,-117.74,1,052404,06,059,3.0
996,92626,CA,33.68,-117.9,1,063903,06,059,5.6
997,92627,CA,33.65,-117.92,1,063702,06,059,2.3
998,92629,CA,33.48,-117.71,1,042338,06,059,7.5
999,92656,CA,33.56,-117.73,6,062639,06,059,3.1
1000,92672,CA,33.3,-117.5,1,990100,06,073,-666666666.0
1001,92677,CA,33.53,-117.71,4,042319,06,059,5.9
1002,92679,CA,33.6,-117.5,1,032041,06,059,7.8
1003,92691,CA,33.61,-117.67,5,032002,06,059,6.8
1004,92692,CA,33.6,-117.65,1,032020,06,059,6.7
1005,92705,CA,33.74,-117.81,1,075506,06,059,6.7
1006,92821,CA,33.93,-117.89,1,001506,06,059,7.7
1007,92860,CA,33.93,-117.55,1,040812,06,065,8.4
1008,92870,CA,33.88,-117.85,1,011715,06,059,8.2
1009,93012,CA,34.2,-119.0,2,005600,06,111,7.5
1010,93103,CA,34.43,-119.68,1,000801,06,083,4.4
1011,93309,CA,35.35,-119.06,1,002812,06,029,4.9
1012,93401,CA,35.2,-120.6,1,012302,06,079,7.8
1013,93422,CA,35.5,-120.7,1,012704,06,079,8.8
1014,93436,CA,34.6,-120.4,1,003102,06,083,15.1
1015,93453,CA,35.3,-120.1,2,012702,06,079,7.2
1016,93455,CA,34.8,-120.4,2,002006,06,083,12.0
1017,93514,CA,37.5,-118.3,1,000101,06,051,7.1
1018,93536,CA,34.7,-118.5,1,920102,06,037,7.8
1019,93550,CA,34.5,-118.1,1,910812,06,037,14.4
1020,93555,CA,35.6,-117.7,1,005403,06,029,11.4
1021,93619,CA,36.9,-119.6,1,006405,06,019,10.6
1022,93638,CA,37.0,-120.0,1,000507,06,039,6.4
1023,93933,CA,36.68,-121.79,1,014202,06,053,9.2
1024,94010,CA,37.57,-122.37,1,605600,06,081,5.1
1025,94024,CA,37.36,-122.09,2,510001,06,085,6.2
1026,94025,CA,37.46,-122.18,1,612500,06,081,4.8
1027,94030,CA,37.61,-122.4,1,604400,06,081,3.8
1028,94040,CA,37.38,-122.09,1,509801,06,085,4.2
1029,94061,CA,37.46,-122.24,1,611100,06,081,5.2
1030,94065,CA,37.53,-122.23,4,610302,06,081,4.0
1031,94085,CA,37.39,-122.02,2,509000,06,085,3.1
1032,94089,CA,37.4,-122.0,1,504805,06,085,6.3
1033,94107,CA,37.77,-122.39,1,060700,06,075,2.0
1034,94110,CA,37.75,-122.42,3,020900,06,075,2.2
1035,94114,CA,37.76,-122.44,1,020401,06,075,4.4
1036,94115,CA,37.79,-122.44,1,013400,06,075,0.3
1037,94117,CA,37.77,-122.44,4,016700,06,075,2.5
1038,94118,CA,37.78,-122.46,2,045100,06,075,2.1
1039,94131,CA,37.75,-122.44,2,021300,06,075,3.9
1040,94158,CA,37.77,-122.391,4,060700,06,075,2.0
1041,94304,CA,37.42,-122.16,2,511500,06,085,2.7
1042,94526,CA,37.81,-121.99,1,345105,06,013,5.1
1043,94541,CA,37.67,-122.11,2,436200,06,001,6.1
1044,94549,CA,37.9,-122.12,2,348000,06,013,7.2
1045,94558,CA,38.5,-122.3,2,201700,06,055,5.9
1046,94559,CA,38.2,-122.3,1,201005,06,055,
1047,94566,CA,37.65,-121.86,1,450701,06,001,4.2
1048,94580,CA,37.68,-122.14,1,435900,06,001,7.0
1049,94582,CA,37.76,-121.92,1,345112,06,013,2.7
1050,94588,CA,37.7,-121.9,1,450743,06,001,1.4
1051,94590,CA,38.1,-122.25,1,251000,06,095,8.5
1052,94598,CA,37.91,-122.05,1,338204,06,013,3.9
1053,94610,CA,37.81,-122.24,2,405100,06,001,6.2
1054,94618,CA,37.85,-122.24,3,404300,06,001,5.6
1055,94703,CA,37.87,-122.27,1,422900,06,001,2.7
1056,94704,CA,37.87,-122.25,1,422600,06,001,0.0
1057,94707,CA,37.9,-122.28,4,421200,06,001,
1058,94939,CA,37.94,-122.53,1,120000,06,041,6.5
1059,94941,CA,37.9,-122.57,1,131100,06,041,3.2
1060,94945,CA,38.13,-122.56,1,101100,06,041,7.3
1061,95014,CA,37.3,-122.07,4,507702,06,085,2.9
1062,95032,CA,37.21,-121.92,1,507002,06,085,6.5
1063,95060,CA,37.0,-122.1,1,120200,06,087,7.0
1064,95062,CA,36.97,-121.99,1,121403,06,087,3.7
1065,95064,CA,36.99,-122.06,1,100400,06,087,0.1
1066,95066,CA,37.07,-122.01,1,120900,06,087,7.1
1067,95073,CA,37.03,-121.93,1,122001,06,087,5.6
1068,95125,CA,37.31,-121.9,3,501800,06,085,5.0
1069,95128,CA,37.32,-121.93,2,502001,06,085,4.6
1070,95129,CA,37.31,-122.0,1,508004,06,085,1.3
1071,95138,CA,37.25,-121.74,1,512001,06,085,3.2
1072,95301,CA,37.32,-120.63,1,000702,06,047,6.4
1073,95340,CA,37.4,-120.4,9,001901,06,047,3.0
1074,95348,CA,37.4,-120.5,3,002500,06,047,8.2
1075,95355,CA,37.67,-120.94,1,000911,06,099,6.1
1076,95366,CA,37.76,-121.12,1,005003,06,077,10.5
1077,95377,CA,37.7,-121.6,1,451101,06,001,8.1
1078,95403,CA,38.51,-122.76,4,152701,06,097,8.6
1079,95448,CA,38.7,-122.9,3,154100,06,097,10.2
1080,95472,CA,38.4,-122.9,1,153600,06,097,5.6
1081,95521,CA,40.8,-124.1,1,000800,06,023,6.7
1082,95616,CA,38.56,-121.82,3,010505,06,113,5.7
1083,95618,CA,38.6,-121.7,1,010505,06,113,5.7
1084,95628,CA,38.66,-121.26,1,008008,06,067,10.0
1085,95630,CA,38.67,-121.15,1,008506,06,067,4.4
1086,95661,CA,38.74,-121.26,1,020712,06,061,11.1
1087,95662,CA,38.68,-121.23,3,008203,06,067,11.1
1088,95695,CA,38.8,-121.9,1,011400,06,113,5.3
1089,95747,CA,38.78,-121.37,1,021322,06,061,7.9
1090,95816,CA,38.58,-121.47,1,000400,06,067,7.2
1091,95818,CA,38.56,-121.49,1,002300,06,067,8.5
1092,95819,CA,38.57,-121.44,1,000200,06,067,9.8
1093,95820,CA,38.54,-121.45,4,002900,06,067,7.9
1094,95864,CA,38.59,-121.38,1,005702,06,067,10.7
1095,96001,CA,40.6,-122.5,1,012400,06,089,
1096,96022,CA,40.4,-122.4,1,012303,06,089,10.2
1097,96712,HI,21.64,-158.05,4,010100,15,003,13.9
1098,96790,HI,20.7,-156.2,2,030301,15,009,7.7
1099,96817,HI,21.34,-157.84,3,004600,15,003,12.5
1100,96821,HI,21.3,-157.75,3,000301,15,003,8.6
1101,97006,OR,45.52,-122.86,1,031610,41,067,4.9
1102,97007,OR,45.45,-122.88,4,031804,41,067,7.5
1103,97009,OR,45.42,-122.34,1,023401,41,005,12.9
1104,97030,OR,45.51,-122.43,1,010405,41,051,8.6
1105,97034,OR,45.41,-122.68,2,020404,41,005,5.8
1106,97035,OR,45.41,-122.72,1,020200,41,005,6.8
1107,97062,OR,45.37,-122.76,1,032108,41,067,7.1
1108,97068,OR,45.34,-122.66,1,022702,41,005,8.1
1109,97140,OR,45.3,-122.9,1,030101,41,071,9.1
1110,97202,OR,45.48,-122.64,2,000301,41,051,3.7
1111,97205,OR,45.52,-122.7,1,004601,41,051,9.3
1112,97209,OR,45.53,-122.68,6,005100,41,051,9.3
1113,97210,OR,45.55,-122.73,2,004300,41,051,8.4
1114,97211,OR,45.58,-122.64,1,007300,41,051,7.8
1115,97212,OR,45.54,-122.64,2,002501,41,051,5.3
1116,97215,OR,45.51,-122.6,1,001601,41,051,4.9
1117,97218,OR,45.58,-122.59,1,007300,41,051,7.8
1118,97221,OR,45.5,-122.73,1,006900,41,051,6.2
1119,97223,OR,45.45,-122.8,1,031006,41,067,7.6
1120,97227,OR,45.54,-122.68,1,002303,41,051,6.7
1121,97231,OR,45.7,-122.8,1,007100,41,051,7.1
1122,97267,OR,45.4,-122.62,2,021700,41,005,11.6
1123,97401,OR,44.07,-123.08,1,003000,41,039,7.6
1124,97504,OR,42.3,-122.8,1,000602,41,029,11.5
1125,97520,OR,42.2,-122.5,1,002500,41,029,10.1
1126,97702,OR,43.9,-121.3,4,000100,41,017,14.3
1127,97753,OR,44.2,-121.0,1,950300,41,013,16.3
1128,97801,OR,45.7,-118.8,1,950400,41,059,9.7
1129,97850,OR,45.2,-118.3,5,970600,41,061,9.0
1130,98004,WA,47.62,-122.21,1,024000,53,033,7.1
1131,98006,WA,47.56,-122.15,1,024901,53,033,6.4
1132,98008,WA,47.61,-122.11,2,023000,53,033,5.8
1133,98020,WA,47.81,-122.37,1,050500,53,061,14.5
1134,98021,WA,47.8,-122.2,1,051925,53,061,5.0
1135,98029,WA,47.56,-122.02,1,032212,53,033,0.6
1136,98034,WA,47.72,-122.21,1,022202,53,033,5.4
1137,98040,WA,47.56,-122.23,4,024601,53,033,10.3
1138,98058,WA,47.44,-122.12,2,031907,53,033,8.3
1139,98059,WA,47.5,-122.11,1,031903,53,033,8.9
1140,98102,WA,47.64,-122.33,3,006100,53,033,4.0
1141,98103,WA,47.67,-122.34,1,004600,53,033,3.8
1142,98105,WA,47.66,-122.3,1,005302,53,033,0.1
1143,98109,WA,47.63,-122.34,1,006700,53,033,5.3
1144,98110,WA,47.6,-122.5,2,091000,53,035,8.0
1145,98112,WA,47.62,-122.3,2,007700,53,033,4.8
1146,98115,WA,47.68,-122.29,3,003900,53,033,4.9
1147,98117,WA,47.69,-122.38,1,003000,53,033,6.2
1148,98118,WA,47.55,-122.26,2,010200,53,033,5.0
1149,98121,WA,47.61,-122.35,1,008001,53,033,4.5
1150,98122,WA,47.61,-122.3,2,008800,53,033,2.4
1151,98133,WA,47.74,-122.34,1,021000,53,033,8.9
1152,98144,WA,47.58,-122.3,2,010001,53,033,3.0
1153,98275,WA,47.91,-122.3,1,042001,53,061,8.9
1154,98366,WA,47.5,-122.6,1,092801,53,035,19.8
1155,98370,WA,47.8,-122.6,1,090202,53,035,14.2
1156,98383,WA,47.68,-122.71,1,090300,53,035,17.1
1157,98405,WA,47.25,-122.47,1,061200,53,053,9.8
1158,98466,WA,47.22,-122.54,2,072307,53,053,14.0
1159,98503,WA,47.03,-122.8,2,011410,53,067,16.0
1160,98592,WA,47.32,-123.06,1,960500,53,045,17.2
1161,98607,WA,45.7,-122.4,1,040603,53,011,9.3
1162,98685,WA,45.72,-122.69,1,040909,53,011,12.9
1163,98802,WA,47.5,-120.2,3,950200,53,017,16.3
1164,98815,WA,47.5,-120.5,1,960500,53,007,10.8
1165,98826,WA,47.7,-120.8,1,960200,53,007,10.7
1166,98921,WA,46.4,-120.2,1,002200,53,077,6.9
1167,99201,WA,47.66,-117.44,1,002300,53,063,7.5
1168,99203,WA,47.63,-117.41,1,004200,53,063,8.6
1169,99354,WA,46.5,-119.5,4,012000,53,005,-666666666.0
1170,99362,WA,46.1,-118.3,2,920200,53,071,12.3
1171,99654,AK,61.6,-149.4,1,000705,02,170,19.8
1172,99801,AK,58.0,-134.0,4,000300,02,105,11.6
